,index,Length,Processed_Text,labels
2759,2759,102,meh thgt clash really ah dun mind dun seen lost weight gee,0
2760,2760,42,dont thnk wrong calling u,0
2761,2761,63,sure night menu know noon menu,0
2762,2762,50,arr birthday today wish get oscar,0
2763,2763,163,say slowly god love amp need clean heart blood send ten special people amp u c miracle tomorrow pls pls,0
2764,2764,200,open rebtel firefox load put plus sign user name place show two number lower number number pick number pin display okay,0
2765,2765,41,picking various point,0
2766,2766,155,married local woman looking discreet action 5 real match instantly phone text match 69969 msg cost 150p 2 stop txt stop bcmsfwc1n3xx,1
2767,2767,38,wow v v impressed fun shopping,0
2768,2768,26,way ur home,0
2769,2769,141,burger king wan na play footy top stadium get 2 burger king 1st sept go large super coca cola walk winner,1
2770,2770,29,problem talk later,0
2771,2771,16,ur si,0
2772,2772,23,still customer place,0
2773,2773,124,come take little time child afraid dark become teenager want stay night,1
2774,2774,46,dude u knw also telugu thts gud k gud nyt,0
2775,2775,31,confirm eating esplanade,0
2776,2776,28,send id password,0
2777,2777,118,kind took garage centre part exhaust need replacing part ordered n taking fixed tomo morning,0
2778,2778,124,ur chance win 250 cash every wk txt action 80608 c www movietrivia tv custcare 08712405022 1x150p wk,1
2779,2779,29,well might come,0
2780,2780,63,long quit get like 5 minute day,0
2781,2781,106,likely called mittelschmertz google dont paracetamol dont worry go,0
2782,2782,121,well right gon na get check today steam sale pee text want come get,0
2783,2783,44,arrived see couple day lt 3,0
2784,2784,22,k wat tht incident,0
2785,2785,22,yeah get unlimited,0
2786,2786,116,cthen thk shd b enuff still got conclusion n content pg n reference b da content pg n cover pg,0
2787,2787,78,forgot take 3 year shower sorry phone dead yet,0
2788,2788,59,got wat buy tell u need come,0
2789,2789,43,big god bring success,0
2790,2790,131,u bin awarded 50 play 4 instant cash call 08715203028 claim every 9th player win min 50 500 optout 08718727870,1
2791,2791,125,r stayin extra week back next wed rugby weekend hi c u soon ham,0
2792,2792,45,campus library,0
2793,2793,142,affidavit say lt gt e twiggs st division g courtroom lt gt lt time gt double check text tomorrow,0
2794,2794,32,creep,0
2795,2795,69,tell friend plan valentine day lt url gt,0
2796,2796,79,get ten billion call text help god,0
2797,2797,149,purity friendship two smiling reading forwarded message smiling seeing name gud evng musthu,0
2798,2798,63,told returned order,0
2799,2799,155,house maid murderer coz man murdered lt gt th january public holiday govt instituitions closed including post office,0
2800,2800,29,depends u going lor,0
2801,2801,145,smile right go world wonder smiling think crazy keep away grin,0
2802,2802,33,freemsg fav xmas tone reply real,1
2803,2803,22,lil fever fine,0
2804,2804,32,think still car,0
2805,2805,10,,0
2806,2806,158,december mobile 11mths entitled update latest colour camera mobile free call mobile update co free 08002986906,1
2807,2807,61,yes princess want catch big strong hand,0
2808,2808,57,oh yeah forgot u take 2 shopping,0
2809,2809,36,mm asked call radio,0
2810,2810,52,thinkin someone good drug,0
2811,2811,163,say slowly god love amp need clean heart blood send ten special people amp u c miracle tomorrow pls pls,0
2812,2812,133,enjoy shower possessiveness poured u ur loved one bcoz world lie golden gift loved truly,0
2813,2813,55,alright sure let know leaving,0
2814,2814,57,lasting much 2 hour might get lucky,0
2815,2815,68,genius brother pls send number skype,0
2816,2816,160,gr8 poly tone 4 mob direct 2u rply poly title 8007 eg poly breathe1 title crazyin sleepingwith finest ymca getzed co uk pobox365o4w45wq 300p,1
2817,2817,123,thk em find wtc far weiyi goin e rest dunno yet r ur goin 4 dinner den might b able join,0
2818,2818,111,forget owns private property good boy always passionate kiss,0
2819,2819,137,interflora late order interflora flower christmas call 0800 505060 place order midnight tomorrow,1
2820,2820,37,oh god taken teeth paining,0
2821,2821,152,romcapspam everyone around responding well presence since warm outgoing bringing real breath sunshine,1
2822,2822,74,u ask darren go n pick u lor oso sian tmr haf 2 meet lect,0
2823,2823,47,need buy lunch eat maggi mee,0
2824,2824,158,congratulation thanks good friend u 2 000 xmas prize 2 claim easy call 08712103738 10p per minute bt national rate,1
2825,2825,9,ok lor,0
2826,2826,149,oh right ok make sure load work day got really nasty cough today dry n shot really help,0
2827,2827,44,wife knew time murder exactly,0
2828,2828,160,send logo 2 ur lover 2 name joined heart txt love name1 name2 mobno eg love adam eve 07123456789 87077 yahoo pobox36504w45wq txtno 4 ad 150p,1
2829,2829,23,howz person story,0
2830,2830,26,thanx 4 sending home,0
2831,2831,35,normally hot mail com see,0
2832,2832,111,tkts euro2004 cup final 800 cash collect call 09058099801 b4190604 pobox 7876150ppm,1
2833,2833,29,u sick still go shopping,0
2834,2834,131,ya well fine bbd pooja full pimple even become quite black ur rite cold wearing sweatter,0
2835,2835,28,nice nice working,0
2836,2836,23,1 reach home call,0
2837,2837,52,trying find chinese food place around,0
2838,2838,53,easy mate guess quick drink bit ambitious,0
2839,2839,131,babe miiiiiiissssssssss need crave geeee sad without babe love,0
2840,2840,11,ok thanx,0
2841,2841,27,aathi dear,0
2842,2842,88,tunji queen wishing great day abiola,0
2843,2843,166,today iz yellow rose day u love frndship give 1 misscall amp send ur frndz amp see many miss call u get u get 6missed u marry ur lover,0
2844,2844,42,class hour sorry,0
2845,2845,32,wat time u finish ur lect today,0
2846,2846,157,free message jamster get crazy frog sound poly text mad1 real text mad2 88888 6 crazy sound 3 gbp week 16 c apply,1
2847,2847,588,sad story man last week b day wife nt wish parent forgot n kid went work even colleague wish entered cabin pa said happy b day bos felt special askd 4 lunch lunch invited apartment went said u mind go bedroom minute ok sed sexy mood came 5 minuts latr wid cake n wife parent kidz friend n colleague screaming surprise waiting sofa naked,0
2848,2848,151,chance reality fantasy show call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate call,1
2849,2849,74,fine good hear dear happy new year oh,0
2850,2850,39,going wipro interview today,0
2851,2851,26,tall princess,0
2852,2852,57,doubt could handle 5 time per night case,0
2853,2853,54,haha hope hear receipt sound gd luck,0
2854,2854,94,gon na death gon na leave note say robs fault avenge,0
2855,2855,276,japanese proverb one u none u must indian version one let none leave finally kerala version one stop none make strike,0
2856,2856,82,today workin free oso gee thgt u workin ur fren shop,0
2857,2857,160,life face choice toss coin becoz settle question coin air u know heart hoping gudni8,0
2858,2858,151,know god created gap finger one made come amp fill gap holding hand love,0
2859,2859,60,want kiss feel next,0
2860,2860,51,happy saying,0
2861,2861,52,adult 18 content video shortly,1
2862,2862,138,ok would b lovely u r sure think wot u want drinkin dancin eatin cinema u wot,0
2863,2863,104,saying explicitly told nora know someone probably gon na bother,0
2864,2864,75,say hi get as back south tampa preferably kegger,0
2865,2865,29,smith waste da wan na gayle,0
2866,2866,142,mum sent many many message since got want know actually getting enjoy rest day,0
2867,2867,40,aight tomorrow around lt gt,0
2868,2868,166,house maid murderer coz man murdered lt gt th january public holiday govt instituitions closed including post office understand,0
2869,2869,152,chance reality fantasy show call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate call,1
2870,2870,130,actually first time went bed long spoke woke 7 night,0
2871,2871,15,see,0
2872,2872,31,dont understand message,0
2873,2873,52,crucify c told earlier,0
2874,2874,234,idk keep saying since moved keep butting head freedom v responsibility tired much shit deal barely keeping together get added,0
2875,2875,50,fuck cedar key fuck come anyway tho,0
2876,2876,103,twenty past five said train durham already coz reserved seat,0
2877,2877,140,hey boy want hot xxx pic sent direct 2 ur phone txt porn 69855 24hrs free 50p per day stop text stopbcm sf wc1n3xx,1
2878,2878,25,u still painting ur wall,0
2879,2879,154,last chance claim ur 150 worth discount voucher today text shop 85023 savamob offer mobile c savamob pobox84 m263uz 3 00 sub 16,1
2880,2880,49,printer cool mean groovy wine groovying,0
2881,2881,47,hi harish rent transfred ur acnt,0
2882,2882,27,anything lor coming,0
2883,2883,77,cbe really good nowadays lot shop showroom city shaping good,0
2884,2884,28,still attending da talk,0
2885,2885,34,probs hon u doinat mo,0
2886,2886,22,k take care,0
2887,2887,95,take phone callon friday assume year,0
2888,2888,22,battery low babe,0
2889,2889,54,shuhui bought ron present swatch watch,0
2890,2890,67,yeah quite bit left swing tomorrow get,0
2891,2891,73,babe said 2 hour almost 4 internet,0
2892,2892,56,k sure get noon see,0
2893,2893,32,k k yesterday cbe,0
2894,2894,25,went ganesh dress shop,0
2895,2895,163,double min 1000 txts orange tariff latest motorola sonyericsson nokia bluetooth free call mobileupd8 08000839402 call2optout yhl,1
2896,2896,66,collecting ur laptop going configure da setting izzit,0
2897,2897,43,r home come within 5 min,0
2898,2898,121,aight 8 latest probably closer 7 jay tyler two trip,0
2899,2899,55,come aftr lt decimal gt cleaning house,0
2900,2900,139,ur cash balance currently 500 pound maximize ur cash send cash 86688 150p msg cc 08718720201 po box 114 14 tcr w1,1
2901,2901,126,bill letter expecting one orange bill may still say orange,0
2902,2902,27,tell pa pain de,0
2903,2903,141,hi darlin hope nice night wish come cant wait see love fran p want dirty anal sex want 10 man gang bang,0
2904,2904,111,ha know either clever simple thing pear day perfect christmas,0
2905,2905,125,helloooo wake sweet morning welcome enjoy day full joy gud mrng,0
2906,2906,6,alrite,0
2907,2907,142,must sit around wait summer day celebrate magical sight world dressed white oooooh let snow,0
2908,2908,137,urgent mobile number awarded 2000 prize guaranteed call 09058094454 land line claim 3030 valid 12hrs,1
2909,2909,46,guy go see movie side,0
2910,2910,32,sorry meeting call later,0
2911,2911,89,tell thinking plus going stop run,0
2912,2912,64,kindly send one flat lt decimal gt today,0
2913,2913,148,sorry u unsubscribe yet mob offer package min term 54 week pls resubmit request expiry reply themob help 4 info,1
2914,2914,77,nothing lor bit bored dun u go home early 2 sleep today,0
2915,2915,47,time tell friend around,0
2916,2916,42,yes fine love safe,0
2917,2917,29,thanks chikku gud nyt,0
2918,2918,37,xy ur car u picking,0
2919,2919,86,thanx 4 time spent 2geva bin mint ur baby want u xxxx,0
2920,2920,47,yo way could pick something tonight,0
2921,2921,33,sent send,0
2922,2922,23,fine simply sitting,0
2923,2923,67,thts god gift bird human hav natural gift frm god,0
2924,2924,32,coming day class,0
2925,2925,31,im done studyn library,0
2926,2926,25,ok u enjoy ur show,0
2927,2927,11,anything,0
2928,2928,129,wuld without baby thought alone mite break wan na go crazy everyboy need lady xxxxxxxx,0
2929,2929,33,wat dear sleeping ah,0
2930,2930,30,hi test lt gt rd,0
2931,2931,183,2 student solved cat question xam 5 3 2 lt gt 9 2 4 lt gt 8 6 3 lt gt 7 2 5 tell answer u r brilliant 1thing got answr,0
2932,2932,156,yo know anyone lt gt otherwise able buy liquor guy flaked right get hold somebody 4 loko night,0
2933,2933,47,yup n fren lor meeting fren 730,0
2934,2934,32,yeah got one lined u,0
2935,2935,137,stop wondering wow ever going stop tm ing tm whenever want mine laugh,0
2936,2936,101,lol yep yesterday already got fireplace another icon sitting,0
2937,2937,59,hey booked pilate yoga lesson already haha,0
2938,2938,43,ok happen behave like,0
2939,2939,48,1 new message please call 08712400200,1
2940,2940,95,supervisor find 4 one lor thk student havent ask yet tell u aft ask,0
2941,2941,142,hello news job making wait fifth week yeah im woozles weasel exeter still home 3,0
2942,2942,38,message responce happend,0
2943,2943,100,currently message awaiting collection collect message call 08718723815,1
2944,2944,327,hey babe sorry get sooner gary come fix cause think know go far ptbo say cost lt gt buck know might cheaper find someone second hand machine right let know want babe,0
2945,2945,29,make 3 4 fuck sake x,0
2946,2946,36,leave u always ignorant,0
2947,2947,87,nope b going 2 sch fri quite early lor co mys si got paper da morn,0
2948,2948,35,bruce b down amp fletcher,0
2949,2949,62,said would woke,0
2950,2950,32,hey free call,0
2951,2951,24,tell who pls,0
2952,2952,120,urgent mobile awarded 1 500 bonus caller prize 27 6 03 final attempt 2 contact u call 08714714011,1
2953,2953,112,think might give miss teaching til twelve lecture two damn working thing,0
2954,2954,57,id check like 1 bowl worth left,0
2955,2955,26,yes many sweet,0
2956,2956,110,would still cozy exhausted last night nobody went school work everything closed,0
2957,2957,147,u secret admirer reveal think u r special call 09065174042 opt reply reveal stop 1 50 per msg recd cust care 07821230901,1
2958,2958,147,buzzzz grin buzz as buzz chest buzz cock keep phone vibrator feel shake,0
2959,2959,32,sir send group mail check,0
2960,2960,151,da intro cover energy trend n pro n con brief description nuclear fusion n oso brief history iter n jet got abt 7 n half page,0
2961,2961,44,none nowhere ikno doesdiscount shitinnit,0
2962,2962,30,dont know jabo abi,0
